songId,artist,genre,duration,playCount,dateAdded
Visions of Midnight Machines,TheEndless Machines,Techno,2:09,64,4/2/2024
Ghosts of Cold Storms, Soft Assembly,R&B,4:08,48,1/8/2016
Stories of Midnight Lies,The Restless Society,EDM,2:41,1115,8/23/1999
Children of Fading Faith,The Empty Ghosts,Drill,4:06,186,2/23/2018
Ghosts of Distant Fire,The Golden Signals,Soul,3:47,168571,7/8/2006
Fragments of Heavy Waves,Holy Society,Punk,3:05,1422,1/11/2024
Songs for Final Machines,TheSoft Voices,Funk,2:25,70,5/2/2000
Echoes of Restless Flowers,Soft Angels,Metal,2:09,141196,9/1/2021
Hymns to Slow Hope,The Bright Youth,Jazz,3:42,1,12/19/2000
Letters to Golden Truth,ThePlastic Wolves,Alternative,2:27,2,3/9/1998
Portrait of Soft Ashes,Electric Shadows,Latin,2:27,35141,4/10/2021
Portrait of Hollow Fire,Velvet Machines,Ambient,2:01,29,1/2/1997
Children of Lonely Fever,The Paper Assembly,Blues,3:51,22757,2/2/2004
Prayer for Distant Shadows,TheHoly Hearts,J-Pop,2:56,112,7/16/2019
